TransactionID,CustomerID,Amount,Date
653,56241ad629c9f80e003a0478,105,7/1/2016
799,56241ad629c9f80e003a0478,140,8/1/2016
91,563cdfdb704bc60e0017ac09,107,2/1/2016
159,563cdfdb704bc60e0017ac09,125,3/1/2016
249,563cdfdb704bc60e0017ac09,166,4/1/2016
357,563cdfdb704bc60e0017ac09,131,5/1/2016
475,563cdfdb704bc60e0017ac09,210,6/1/2016
611,563cdfdb704bc60e0017ac09,219,7/1/2016
759,563cdfdb704bc60e0017ac09,91,8/1/2016
35,563e8387e0bf270e000d1585,38,1/1/2016
74,563e8387e0bf270e000d1585,110,2/1/2016
142,563e8387e0bf270e000d1585,204,3/1/2016
235,563e8387e0bf270e000d1585,185,4/1/2016
342,563e8387e0bf270e000d1585,239,5/1/2016
461,563e8387e0bf270e000d1585,203,6/1/2016
596,563e8387e0bf270e000d1585,292,7/1/2016
747,563e8387e0bf270e000d1585,287,8/1/2016
119,5640c1ad0c2a140e008ea559,6,2/1/2016
180,5640c1ad0c2a140e008ea559,33,3/1/2016
268,5640c1ad0c2a140e008ea559,218,4/1/2016
373,5640c1ad0c2a140e008ea559,279,5/1/2016
492,5640c1ad0c2a140e008ea559,262,6/1/2016
627,5640c1ad0c2a140e008ea559,176,7/1/2016
773,5640c1ad0c2a140e008ea559,269,8/1/2016
441,5640fc46c19fa60e00508fa2,21,5/1/2016
31,564351d6b06ee10e00fc2db6,48,1/1/2016
72,564351d6b06ee10e00fc2db6,98,2/1/2016
139,564351d6b06ee10e00fc2db6,136,3/1/2016
232,564351d6b06ee10e00fc2db6,156,4/1/2016
339,564351d6b06ee10e00fc2db6,335,5/1/2016
105,564b8257f5dab60e00c1053a,21,2/1/2016
170,564b8257f5dab60e00c1053a,99,3/1/2016
260,564b8257f5dab60e00c1053a,124,4/1/2016
367,564b8257f5dab60e00c1053a,139,5/1/2016
485,564b8257f5dab60e00c1053a,180,6/1/2016
620,564b8257f5dab60e00c1053a,140,7/1/2016
768,564b8257f5dab60e00c1053a,133,8/1/2016
207,564d43d2bd570a0e003bc4b2,15,3/1/2016
290,564d43d2bd570a0e003bc4b2,63,4/1/2016
26,565393cf966cb00e00fa1421,78,1/1/2016
68,565393cf966cb00e00fa1421,39,2/1/2016
136,565393cf966cb00e00fa1421,94,3/1/2016
229,565393cf966cb00e00fa1421,43,4/1/2016
336,565393cf966cb00e00fa1421,85,5/1/2016
456,565393cf966cb00e00fa1421,151,6/1/2016
591,565393cf966cb00e00fa1421,128,7/1/2016
742,565393cf966cb00e00fa1421,64,8/1/2016
186,5657217738703e0e00df38e3,232,3/1/2016
199,565f17e779d9aa0e0016e357,45,3/1/2016
283,565f17e779d9aa0e0016e357,132,4/1/2016
387,565f17e779d9aa0e0016e357,251,5/1/2016
504,565f17e779d9aa0e0016e357,462,6/1/2016
638,565f17e779d9aa0e0016e357,420,7/1/2016
784,565f17e779d9aa0e0016e357,624,8/1/2016
98,5667188872b2ee0e0006fe9e,39,2/1/2016
163,5667188872b2ee0e0006fe9e,61,3/1/2016
253,5667188872b2ee0e0006fe9e,78,4/1/2016
360,5667188872b2ee0e0006fe9e,10,5/1/2016
478,5667188872b2ee0e0006fe9e,111,6/1/2016
45,566c764b2f101e0e00e70a13,11,1/1/2016
111,566d8bd987f4020e00df5c4c,15,2/1/2016
37,5674c66c6be5580e0060d2f2,25,1/1/2016
13,5676aabd01c19d0e00859029,364,1/1/2016
60,5676aabd01c19d0e00859029,1783,2/1/2016
104,5678ad8010becc0e00737d08,24,2/1/2016
169,5678ad8010becc0e00737d08,35,3/1/2016
259,5678ad8010becc0e00737d08,47,4/1/2016
366,5678ad8010becc0e00737d08,57,5/1/2016
484,5678ad8010becc0e00737d08,51,6/1/2016
619,5678ad8010becc0e00737d08,66,7/1/2016
767,5678ad8010becc0e00737d08,38,8/1/2016
21,567951ab10becc0e007396d2,95,1/1/2016
133,567951ab10becc0e007396d2,77,3/1/2016
225,567951ab10becc0e007396d2,30,4/1/2016
333,567951ab10becc0e007396d2,68,5/1/2016
453,567951ab10becc0e007396d2,74,6/1/2016
588,567951ab10becc0e007396d2,153,7/1/2016
739,567951ab10becc0e007396d2,50,8/1/2016
39,567b286eb7daad0e0067a1a8,17,1/1/2016
75,567b286eb7daad0e0067a1a8,21,2/1/2016
145,567b286eb7daad0e0067a1a8,38,3/1/2016
343,567b286eb7daad0e0067a1a8,50,5/1/2016
462,567b286eb7daad0e0067a1a8,121,6/1/2016
598,567b286eb7daad0e0067a1a8,58,7/1/2016
749,567b286eb7daad0e0067a1a8,54,8/1/2016
29,567efdb66bb60c20004b4753,60,1/1/2016
70,567efdb66bb60c20004b4753,24,2/1/2016
138,567efdb66bb60c20004b4753,40,3/1/2016
231,567efdb66bb60c20004b4753,17,4/1/2016
338,567efdb66bb60c20004b4753,70,5/1/2016
458,567efdb66bb60c20004b4753,95,6/1/2016
593,567efdb66bb60c20004b4753,3,7/1/2016
744,567efdb66bb60c20004b4753,24,8/1/2016
88,567fe72e9b5d2a0e00112210,141,2/1/2016
156,567fe72e9b5d2a0e00112210,67,3/1/2016
246,567fe72e9b5d2a0e00112210,72,4/1/2016
354,567fe72e9b5d2a0e00112210,78,5/1/2016
472,567fe72e9b5d2a0e00112210,42,6/1/2016
608,567fe72e9b5d2a0e00112210,110,7/1/2016
757,567fe72e9b5d2a0e00112210,176,8/1/2016
28,5680a838f8b0ff2200e70cd1,63,1/1/2016
69,5680a838f8b0ff2200e70cd1,156,2/1/2016
137,5680a838f8b0ff2200e70cd1,157,3/1/2016
230,5680a838f8b0ff2200e70cd1,214,4/1/2016
337,5680a838f8b0ff2200e70cd1,256,5/1/2016
457,5680a838f8b0ff2200e70cd1,292,6/1/2016
592,5680a838f8b0ff2200e70cd1,208,7/1/2016
743,5680a838f8b0ff2200e70cd1,1421,8/1/2016
38,56816844f699a30e007de8a7,24,1/1/2016
144,56816844f699a30e007de8a7,41,3/1/2016
18,568263a28c44560e008e00dd,169,1/1/2016
14,56838f537bdc560e001e4d85,332,1/1/2016
61,56838f537bdc560e001e4d85,720,2/1/2016
129,56838f537bdc560e001e4d85,881,3/1/2016
221,56838f537bdc560e001e4d85,1403,4/1/2016
329,56838f537bdc560e001e4d85,1146,5/1/2016
450,56838f537bdc560e001e4d85,1104,6/1/2016
585,56838f537bdc560e001e4d85,1793,7/1/2016
736,56838f537bdc560e001e4d85,2470,8/1/2016
97,5683a3d02e5cd40e00327ccb,44,2/1/2016
162,5683a3d02e5cd40e00327ccb,21,3/1/2016
252,5683a3d02e5cd40e00327ccb,197,4/1/2016
19,5685b37629018b0e0027e9b6,135,1/1/2016
64,5685b37629018b0e0027e9b6,153,2/1/2016
132,5685b37629018b0e0027e9b6,210,3/1/2016
224,5685b37629018b0e0027e9b6,178,4/1/2016
332,5685b37629018b0e0027e9b6,939,5/1/2016
25,56891f741198ad0e00052121,85,1/1/2016
67,56891f741198ad0e00052121,234,2/1/2016
135,56891f741198ad0e00052121,238,3/1/2016
228,56891f741198ad0e00052121,342,4/1/2016
335,56891f741198ad0e00052121,407,5/1/2016
455,56891f741198ad0e00052121,522,6/1/2016
590,56891f741198ad0e00052121,739,7/1/2016
741,56891f741198ad0e00052121,711,8/1/2016
107,5689b583dfceef0e000620a6,18,2/1/2016
172,5689b583dfceef0e000620a6,70,3/1/2016
262,5689b583dfceef0e000620a6,56,4/1/2016
368,5689b583dfceef0e000620a6,19,5/1/2016
769,5689b583dfceef0e000620a6,37,8/1/2016
42,568fca8dac4b1a0e00ef0f06,11,1/1/2016
78,568fca8dac4b1a0e00ef0f06,57,2/1/2016
147,568fca8dac4b1a0e00ef0f06,44,3/1/2016
237,568fca8dac4b1a0e00ef0f06,64,4/1/2016
344,568fca8dac4b1a0e00ef0f06,51,5/1/2016
463,568fca8dac4b1a0e00ef0f06,47,6/1/2016
599,568fca8dac4b1a0e00ef0f06,40,7/1/2016
750,568fca8dac4b1a0e00ef0f06,53,8/1/2016
41,56913d071d184d0e00e5a31d,12,1/1/2016
77,56913d071d184d0e00e5a31d,37,2/1/2016
146,56913d071d184d0e00e5a31d,231,3/1/2016
33,5691739b1d184d0e00e5a8fb,40,1/1/2016
141,5691739b1d184d0e00e5a8fb,201,3/1/2016
204,5691a7411d184d0e00e5aef1,23,3/1/2016
288,5691a7411d184d0e00e5aef1,93,4/1/2016
391,5691a7411d184d0e00e5aef1,177,5/1/2016
43,5696d3fa99ebdd0e004db00b,11,1/1/2016
79,5696d3fa99ebdd0e004db00b,34,2/1/2016
148,5696d3fa99ebdd0e004db00b,89,3/1/2016
238,5696d3fa99ebdd0e004db00b,99,4/1/2016
345,5696d3fa99ebdd0e004db00b,98,5/1/2016
464,5696d3fa99ebdd0e004db00b,84,6/1/2016
600,5696d3fa99ebdd0e004db00b,81,7/1/2016
751,5696d3fa99ebdd0e004db00b,132,8/1/2016
49,5697db48af4c100e0069903a,3,1/1/2016
82,5697db48af4c100e0069903a,39,2/1/2016
151,5697db48af4c100e0069903a,139,3/1/2016
242,5697db48af4c100e0069903a,124,4/1/2016
349,5697db48af4c100e0069903a,501,5/1/2016
109,5697fcadf46f8e0e00dcc1d0,16,2/1/2016
173,5697fcadf46f8e0e00dcc1d0,3,3/1/2016
17,5698082baf4c100e0069962a,174,1/1/2016
63,5698082baf4c100e0069962a,185,2/1/2016
131,5698082baf4c100e0069962a,380,3/1/2016
223,5698082baf4c100e0069962a,1049,4/1/2016
331,5698082baf4c100e0069962a,813,5/1/2016
452,5698082baf4c100e0069962a,1089,6/1/2016
587,5698082baf4c100e0069962a,1509,7/1/2016
738,5698082baf4c100e0069962a,1857,8/1/2016
205,569a0042ca20640e000d17d2,19,3/1/2016
289,569a0042ca20640e000d17d2,84,4/1/2016
392,569a0042ca20640e000d17d2,68,5/1/2016
47,569b24fa6f1be70e004bb19e,5,1/1/2016
81,569b24fa6f1be70e004bb19e,106,2/1/2016
150,569b24fa6f1be70e004bb19e,207,3/1/2016
241,569b24fa6f1be70e004bb19e,165,4/1/2016
348,569b24fa6f1be70e004bb19e,256,5/1/2016
466,569b24fa6f1be70e004bb19e,328,6/1/2016
602,569b24fa6f1be70e004bb19e,968,7/1/2016
15,569ce725d55a5a0e0062ae06,218,1/1/2016
62,569ce725d55a5a0e0062ae06,2057,2/1/2016
130,569ce725d55a5a0e0062ae06,2108,3/1/2016
222,569ce725d55a5a0e0062ae06,2698,4/1/2016
330,569ce725d55a5a0e0062ae06,5098,5/1/2016
451,569ce725d55a5a0e0062ae06,6297,6/1/2016
586,569ce725d55a5a0e0062ae06,7600,7/1/2016
737,569ce725d55a5a0e0062ae06,14714,8/1/2016
181,569e2e51ee83580e00f4dfe1,1295,3/1/2016
269,569e2e51ee83580e00f4dfe1,2078,4/1/2016
374,569e2e51ee83580e00f4dfe1,3207,5/1/2016
493,569e2e51ee83580e00f4dfe1,5266,6/1/2016
628,569e2e51ee83580e00f4dfe1,5184,7/1/2016
774,569e2e51ee83580e00f4dfe1,5754,8/1/2016
100,569e478c0ea8cc0e004a5641,35,2/1/2016
165,569e478c0ea8cc0e004a5641,36,3/1/2016
255,569e478c0ea8cc0e004a5641,84,4/1/2016
362,569e478c0ea8cc0e004a5641,93,5/1/2016
480,569e478c0ea8cc0e004a5641,78,6/1/2016
615,569e478c0ea8cc0e004a5641,97,7/1/2016
763,569e478c0ea8cc0e004a5641,152,8/1/2016
436,569e98e80524680e00b41250,42,5/1/2016
543,569e98e80524680e00b41250,42,6/1/2016
674,569e98e80524680e00b41250,59,7/1/2016
92,569f64795404840e003b6e80,89,2/1/2016
32,56a02c06390b3a0e0017261a,43,1/1/2016
73,56a02c06390b3a0e0017261a,436,2/1/2016
140,56a02c06390b3a0e0017261a,865,3/1/2016
233,56a02c06390b3a0e0017261a,390,4/1/2016
340,56a02c06390b3a0e0017261a,239,5/1/2016
459,56a02c06390b3a0e0017261a,345,6/1/2016
594,56a02c06390b3a0e0017261a,709,7/1/2016
745,56a02c06390b3a0e0017261a,109,8/1/2016
83,56a2473cd658df0e0012c559,2598,2/1/2016
152,56a2473cd658df0e0012c559,2466,3/1/2016
243,56a2473cd658df0e0012c559,3635,4/1/2016
351,56a2473cd658df0e0012c559,2263,5/1/2016
469,56a2473cd658df0e0012c559,2343,6/1/2016
605,56a2473cd658df0e0012c559,2885,7/1/2016
754,56a2473cd658df0e0012c559,3989,8/1/2016
89,56a33733345a920e00855434,119,2/1/2016
157,56a33733345a920e00855434,125,3/1/2016
247,56a33733345a920e00855434,230,4/1/2016
355,56a33733345a920e00855434,186,5/1/2016
473,56a33733345a920e00855434,251,6/1/2016
609,56a33733345a920e00855434,124,7/1/2016
110,56a4d7e659465a0e00c341ef,15,2/1/2016
174,56a4d7e659465a0e00c341ef,16,3/1/2016
486,56a4d7e659465a0e00c341ef,274,6/1/2016
622,56a4d7e659465a0e00c341ef,490,7/1/2016
95,56a5a28df1ed010e009f6812,74,2/1/2016
161,56a5a28df1ed010e009f6812,77,3/1/2016
251,56a5a28df1ed010e009f6812,77,4/1/2016
359,56a5a28df1ed010e009f6812,31,5/1/2016
477,56a5a28df1ed010e009f6812,66,6/1/2016
613,56a5a28df1ed010e009f6812,50,7/1/2016
761,56a5a28df1ed010e009f6812,37,8/1/2016
192,56a5a909d227220e00f148e4,110,3/1/2016
277,56a5a909d227220e00f148e4,100,4/1/2016
381,56a5a909d227220e00f148e4,282,5/1/2016
499,56a5a909d227220e00f148e4,161,6/1/2016
634,56a5a909d227220e00f148e4,54,7/1/2016
780,56a5a909d227220e00f148e4,70,8/1/2016
93,56a65412f1ed010e009f7dbb,86,2/1/2016
194,56a69b47fa35d70e00539ad6,80,3/1/2016
730,56a72db1fa35d70e0053a9ba,15,7/1/2016
865,56a72db1fa35d70e0053a9ba,784,8/1/2016
85,56a736e13a078d0e0086ec1c,552,2/1/2016
154,56a736e13a078d0e0086ec1c,2841,3/1/2016
244,56a736e13a078d0e0086ec1c,6133,4/1/2016
352,56a736e13a078d0e0086ec1c,2746,5/1/2016
470,56a736e13a078d0e0086ec1c,4829,6/1/2016
606,56a736e13a078d0e0086ec1c,6736,7/1/2016
755,56a736e13a078d0e0086ec1c,4774,8/1/2016
118,56aab7a828d3ca0e0087dd8f,6,2/1/2016
179,56aab7a828d3ca0e0087dd8f,58,3/1/2016
267,56aab7a828d3ca0e0087dd8f,54,4/1/2016
372,56aab7a828d3ca0e0087dd8f,41,5/1/2016
491,56aab7a828d3ca0e0087dd8f,171,6/1/2016
195,56af82bfe8c7bf0e0008b9bb,77,3/1/2016
279,56af82bfe8c7bf0e0008b9bb,16,4/1/2016
383,56af82bfe8c7bf0e0008b9bb,17,5/1/2016
501,56af82bfe8c7bf0e0008b9bb,76,6/1/2016
635,56af82bfe8c7bf0e0008b9bb,21,7/1/2016
781,56af82bfe8c7bf0e0008b9bb,21,8/1/2016
90,56b0ef853ec6470e0020dd54,110,2/1/2016
158,56b0ef853ec6470e0020dd54,266,3/1/2016
248,56b0ef853ec6470e0020dd54,330,4/1/2016
356,56b0ef853ec6470e0020dd54,489,5/1/2016
474,56b0ef853ec6470e0020dd54,468,6/1/2016
610,56b0ef853ec6470e0020dd54,814,7/1/2016
758,56b0ef853ec6470e0020dd54,1023,8/1/2016
897,56b2851fd637b40e008e5fe9,5,8/1/2016
112,56b520de6b7ef80e002981d0,15,2/1/2016
106,56b52b136b7ef80e0029829c,20,2/1/2016
171,56b52b136b7ef80e0029829c,36,3/1/2016
261,56b52b136b7ef80e0029829c,15,4/1/2016
621,56b52b136b7ef80e0029829c,32,7/1/2016
96,56b8e7a08fb10a0e006665f8,73,2/1/2016
190,56ba0d433ab3d40e006fd521,123,3/1/2016
275,56ba0d433ab3d40e006fd521,81,4/1/2016
380,56ba0d433ab3d40e006fd521,196,5/1/2016
498,56ba0d433ab3d40e006fd521,269,6/1/2016
633,56ba0d433ab3d40e006fd521,385,7/1/2016
779,56ba0d433ab3d40e006fd521,589,8/1/2016
