date,bus,rail,total_rides
2004-11-20,627629,371415,999044
2004-11-21,427753,229287,657040
2004-11-22,1018065,606086,1624151
2004-11-23,1019132,616805,1635937
2004-11-24,835824,550778,1386602
2004-11-25,287787,147567,435354
2004-11-26,591445,345213,936658
2004-11-27,472803,246053,718856
2004-11-28,384795,206685,591480
2004-11-29,962243,588392,1550635
2004-11-30,970374,600955,1571329
2004-12-01,1032681,614286,1646967
2004-12-02,1018483,613061,1631544
2004-12-03,1060084,615342,1675426
2004-12-04,638045,335317,973362
2004-12-05,425127,231858,656985
2004-12-06,1000415,587577,1587992
2004-12-07,948268,587165,1535433
2004-12-08,1017145,605103,1622248
2004-12-09,1006857,607436,1614293
2004-12-10,1010307,598887,1609194
2004-12-11,602774,318757,921531
2004-12-12,388481,205786,594267
2004-12-13,922941,562847,1485788
2004-12-14,934042,574048,1508090
2004-12-15,974391,584961,1559352
2004-12-16,969829,585749,1555578
2004-12-17,978842,572764,1551606
2004-12-18,587269,302065,889334
2004-12-19,320403,181261,501664
2004-12-20,726487,488937,1215424
2004-12-21,783801,508747,1292548
2004-12-22,725010,473787,1198797
2004-12-23,670666,408740,1079406
2004-12-24,425489,191941,617430
2004-12-25,213912,87992,301904
2004-12-26,327069,152351,479420
2004-12-27,650769,386604,1037373
2004-12-28,698229,438802,1137031
2004-12-29,726475,456993,1183468
2004-12-30,738698,457796,1196494
2004-12-31,633996,364015,998011
2005-01-01,334140,196267,530407
2005-01-02,373512,183672,557184
2005-01-03,894571,512620,1407191
2005-01-04,972798,559563,1532361
2005-01-05,851226,558698,1409924
2005-01-06,862750,554283,1417033
2005-01-07,915274,554769,1470043
2005-01-08,533884,261042,794926
2005-01-09,358628,177968,536596
2005-01-10,979955,584456,1564411
2005-01-11,954938,590368,1545306
2005-01-12,972407,589359,1561766
2005-01-13,931709,582596,1514305
2005-01-14,894841,552090,1446931
2005-01-15,481878,249401,731279
2005-01-16,314149,169880,484029
2005-01-17,539410,349284,888694
2005-01-18,907849,569801,1477650
2005-01-19,947581,583108,1530689
2005-01-20,936302,590558,1526860
2005-01-21,968823,591645,1560468
2005-01-22,422190,263129,685319
2005-01-23,345136,188044,533180
2005-01-24,957377,580140,1537517
2005-01-25,995268,592253,1587521
2005-01-26,947433,581016,1528449
2005-01-27,955413,587048,1542461
2005-01-28,857968,554367,1412335
2005-01-29,559310,277291,836601
2005-01-30,387197,187644,574841
2005-01-31,992251,583230,1575481
2005-02-01,1050914,598684,1649598
2005-02-02,1046742,599354,1646096
2005-02-03,1061904,607326,1669230
2005-02-04,1062971,595511,1658482
2005-02-05,670035,312338,982373
2005-02-06,413456,196102,609558
2005-02-07,987016,578699,1565715
2005-02-08,1005698,593343,1599041
2005-02-09,989259,595976,1585235
2005-02-10,1012514,596286,1608800
2005-02-11,999975,566136,1566111
2005-02-12,665453,316216,981669
2005-02-13,384592,194152,578744
2005-02-14,1015673,596928,1612601
2005-02-15,980220,590777,1570997
2005-02-16,1002714,602439,1605153
2005-02-17,981996,593476,1575472
2005-02-18,983784,582874,1566658
2005-02-19,619586,308419,928005
2005-02-20,365108,192834,557942
2005-02-21,723673,445742,1169415
2005-02-22,1002989,600405,1603394
2005-02-23,996383,601647,1598030
2005-02-24,982207,599568,1581775
2005-02-25,1002592,590287,1592879
2005-02-26,603707,304026,907733
2005-02-27,386996,200694,587690
2005-02-28,943655,578722,1522377
2005-03-01,1012943,591771,1604714
2005-03-02,984054,587875,1571929
2005-03-03,1030040,600570,1630610
2005-03-04,1027003,589864,1616867
2005-03-05,625252,303912,929164
2005-03-06,451472,218330,669802
2005-03-07,814934,533210,1348144
2005-03-08,1009879,597987,1607866
2005-03-09,996362,598004,1594366
2005-03-10,941999,585359,1527358
2005-03-11,994830,587513,1582343
2005-03-12,581761,317998,899759
2005-03-13,393195,205254,598449
2005-03-14,980033,583024,1563057
2005-03-15,1017371,606409,1623780
2005-03-16,1011281,607649,1618930
2005-03-17,989736,605564,1595300
2005-03-18,1017219,593449,1610668
2005-03-19,610862,312814,923676
2005-03-20,416015,208726,624741
2005-03-21,849240,544264,1393504
2005-03-22,861916,553996,1415912
2005-03-23,837601,544825,1382426
2005-03-24,848267,544242,1392509
2005-03-25,717162,456076,1173238
2005-03-26,550378,266697,817075
2005-03-27,392111,172199,564310
2005-03-28,968792,568013,1536805
2005-03-29,1001423,598783,1600206
2005-03-30,942056,580582,1522638
2005-03-31,966045,589937,1555982
2005-04-01,1050962,600913,1651875
2005-04-02,663367,322162,985529
2005-04-03,440189,229712,669901
2005-04-04,1035659,608092,1643751
2005-04-05,1048343,612259,1660602
2005-04-06,1005400,610876,1616276
2005-04-07,1001832,612048,1613880
2005-04-08,1034023,642939,1676962
2005-04-09,645280,347387,992667
2005-04-10,439237,244746,683983
2005-04-11,1013684,615683,1629367
2005-04-12,938160,597721,1535881
2005-04-13,1016213,630756,1646969
2005-04-14,1026667,616143,1642810
2005-04-15,953214,602625,1555839
2005-04-16,637641,331817,969458
2005-04-17,428663,225292,653955
2005-04-18,1015285,609637,1624922
2005-04-19,1011163,622316,1633479
2005-04-20,963837,600039,1563876
2005-04-21,954629,601125,1555754
2005-04-22,926157,588764,1514921
2005-04-23,541013,297122,838135
2005-04-24,401026,221195,622221
2005-04-25,1003896,610619,1614515
2005-04-26,1002029,620181,1622210
2005-04-27,932943,620361,1553304
2005-04-28,945137,604452,1549589
2005-04-29,1036716,608264,1644980
2005-04-30,635054,315323,950377
2005-05-01,406509,215144,621653
2005-05-02,1000310,585188,1585498
2005-05-03,1045152,610739,1655891
2005-05-04,1036608,612365,1648973
2005-05-05,1044204,621992,1666196
2005-05-06,1027299,626005,1653304
2005-05-07,613000,341551,954551
2005-05-08,441575,242829,684404
2005-05-09,960649,593537,1554186
2005-05-10,1033686,634549,1668235
2005-05-11,908042,592526,1500568
2005-05-12,976440,605243,1581683
2005-05-13,980674,597196,1577870
2005-05-14,615871,324491,940362
2005-05-15,400447,218269,618716
2005-05-16,1005555,598942,1604497
2005-05-17,1013627,607296,1620923
2005-05-18,1003414,604841,1608255
2005-05-19,951340,593341,1544681
2005-05-20,1028933,625628,1654561
2005-05-21,647441,353375,1000816
2005-05-22,436056,249081,685137
2005-05-23,997640,612963,1610603
2005-05-24,1017021,636017,1653038
2005-05-25,1002504,628633,1631137
2005-05-26,995429,632007,1627436
2005-05-27,987014,616101,1603115
2005-05-28,583683,356717,940400
2005-05-29,415969,261440,677409
2005-05-30,403677,232100,635777
2005-05-31,968847,591522,1560369
2005-06-01,1041992,613034,1655026
2005-06-02,1015376,603865,1619241
2005-06-03,1049697,616170,1665867
2005-06-04,621165,322782,943947
2005-06-05,448366,236960,685326
2005-06-06,1012097,619504,1631601
2005-06-07,1003186,628716,1631902
2005-06-08,984240,632453,1616693
2005-06-09,1000130,622726,1622856
2005-06-10,997687,654887,1652574
2005-06-11,647313,413642,1060955
2005-06-12,446785,287623,734408
2005-06-13,973038,628857,1601895
2005-06-14,955995,635882,1591877
2005-06-15,941737,637318,1579055
2005-06-16,931626,603660,1535286
2005-06-17,998232,611676,1609908
2005-06-18,636265,346258,982523
2005-06-19,459729,243775,703504
2005-06-20,880325,591715,1472040
2005-06-21,889907,606210,1496117
2005-06-22,890705,607690,1498395
2005-06-23,888587,593403,1481990
2005-06-24,869672,643554,1513226
2005-06-25,629963,398677,1028640
2005-06-26,456191,354882,811073
2005-06-27,867853,591716,1459569
2005-06-28,870601,632227,1502828
2005-06-29,871256,638601,1509857
2005-06-30,878941,646980,1525921
2005-07-01,945326,662564,1607890
2005-07-02,686826,463297,1150123
2005-07-03,559176,517599,1076775
2005-07-04,422316,278678,700994
2005-07-05,913873,569757,1483630
2005-07-06,926125,590642,1516767
2005-07-07,929359,578396,1507755
2005-07-08,950222,591325,1541547
2005-07-09,623556,331017,954573
2005-07-10,444647,239684,684331
2005-07-11,913284,573004,1486288
2005-07-12,909026,585394,1494420
2005-07-13,923039,596373,1519412
2005-07-14,936684,634107,1570791
2005-07-15,937018,631418,1568436
2005-07-16,640959,397796,1038755
2005-07-17,443824,270831,714655
2005-07-18,902531,582649,1485180
2005-07-19,937251,608460,1545711
2005-07-20,888241,597676,1485917
2005-07-21,920983,610460,1531443
2005-07-22,945311,614666,1559977
2005-07-23,604287,361618,965905
2005-07-24,393689,255844,649533
2005-07-25,850441,580681,1431122
2005-07-26,876111,588210,1464321
2005-07-27,931658,626793,1558451
2005-07-28,923931,626164,1550095
2005-07-29,928563,618229,1546792
2005-07-30,637235,388729,1025964
2005-07-31,446615,261208,707823
2005-08-01,954299,574337,1528636
2005-08-02,939108,600448,1539556
2005-08-03,950814,598977,1549791
2005-08-04,941632,597051,1538683
2005-08-05,965152,603948,1569100
2005-08-06,648849,357240,1006089
2005-08-07,457639,261349,718988
2005-08-08,910549,590758,1501307
2005-08-09,917522,606419,1523941
2005-08-10,913900,605306,1519206
2005-08-11,859482,588881,1448363
2005-08-12,929636,606537,1536173
2005-08-13,608908,350010,958918
2005-08-14,437664,248325,685989
2005-08-15,892308,574348,1466656
2005-08-16,904327,589228,1493555
2005-08-17,909306,590352,1499658
2005-08-18,855225,561329,1416554
2005-08-19,934667,602164,1536831
2005-08-20,659629,361304,1020933
2005-08-21,511141,292892,804033
2005-08-22,897988,597005,1494993
2005-08-23,907676,616739,1524415
2005-08-24,909467,616129,1525596
2005-08-25,907614,590749,1498363
2005-08-26,916046,625532,1541578
2005-08-27,632625,364516,997141
2005-08-28,445633,273101,718734
2005-08-29,921906,612444,1534350
2005-08-30,931235,625509,1556744
2005-08-31,928354,631355,1559709
2005-09-01,1019495,643731,1663226
2005-09-02,1015964,632104,1648068
2005-09-03,699122,377507,1076629
2005-09-04,504460,323512,827972
2005-09-05,469528,274053,743581
2005-09-06,1094714,647343,1742057
2005-09-07,1090847,664041,1754888
2005-09-08,1090390,671553,1761943
2005-09-09,1092990,672572,1765562
2005-09-10,662248,379906,1042154
2005-09-11,460444,257201,717645
2005-09-12,1088861,674800,1763661
2005-09-13,1081012,691104,1772116
2005-09-14,1072662,687668,1760330
2005-09-15,1070331,702096,1772427
2005-09-16,1061189,689685,1750874
2005-09-17,677602,404143,1081745
2005-09-18,473997,292920,766917
2005-09-19,1033841,657717,1691558
2005-09-20,1091052,685957,1777009
2005-09-21,1085278,685975,1771253
2005-09-22,1045853,672603,1718456
2005-09-23,1068977,699466,1768443
2005-09-24,632952,390116,1023068
2005-09-25,428577,277519,706096
2005-09-26,1050587,651165,1701752
2005-09-27,1091710,686977,1778687
2005-09-28,1019140,668450,1687590
2005-09-29,1065350,668926,1734276
2005-09-30,1114521,673776,1788297
2005-10-01,708008,373322,1081330
2005-10-02,451633,245477,697110
2005-10-03,1137817,638813,1776630
2005-10-04,1099740,677721,1777461
2005-10-05,1099507,689759,1789266
2005-10-06,1084528,679966,1764494
2005-10-07,1037669,663271,1700940
2005-10-08,638239,378215,1016454
2005-10-09,427142,372438,799580
2005-10-10,811357,562228,1373585
2005-10-11,1076154,687202,1763356
2005-10-12,1053577,685743,1739320
2005-10-13,1068998,665605,1734603
2005-10-14,1091226,683174,1774400
2005-10-15,670497,376816,1047313
2005-10-16,456332,268898,725230
2005-10-17,1046900,653518,1700418
2005-10-18,1071110,669214,1740324
2005-10-19,1056343,666799,1723142
2005-10-20,1057585,676430,1734015
2005-10-21,1064058,674291,1738349
2005-10-22,624399,385602,1010001
2005-10-23,421490,277349,698839
2005-10-24,995935,637292,1633227
2005-10-25,1034930,653259,1688189
2005-10-26,1041390,662049,1703439
2005-10-27,1039411,669962,1709373
2005-10-28,1050188,734562,1784750
2005-10-29,646559,378146,1024705
2005-10-30,436487,251042,687529
2005-10-31,1000931,636744,1637675
2005-11-01,1104565,668971,1773536
2005-11-02,1077276,667966,1745242
2005-11-03,1108680,678842,1787522
2005-11-04,994280,653744,1648024
2005-11-05,624689,351850,976539
2005-11-06,425669,239193,664862
2005-11-07,1060057,648893,1708950
2005-11-08,998603,642398,1641001
2005-11-09,1034556,655614,1690170
2005-11-10,1049433,672627,1722060
2005-11-11,862413,587641,1450054
2005-11-12,626889,351085,977974
2005-11-13,416141,247977,664118
2005-11-14,1021597,637498,1659095
2005-11-15,1001890,644740,1646630
2005-11-16,960835,625642,1586477
2005-11-17,982303,636292,1618595
2005-11-18,997001,635900,1632901
2005-11-19,643136,395851,1038987
2005-11-20,424683,243191,667874
2005-11-21,1023750,627654,1651404
2005-11-22,1012669,637432,1650101
2005-11-23,946475,594581,1541056
2005-11-24,265869,149351,415220
2005-11-25,542621,335201,877822
2005-11-26,520348,290786,811134
2005-11-27,378931,214449,593380
2005-11-28,964783,610273,1575056
2005-11-29,964736,621228,1585964
2005-11-30,975689,623427,1599116
2005-12-01,1002814,637299,1640113
2005-12-02,1012143,626729,1638872
2005-12-03,602909,343944,946853
2005-12-04,394671,232929,627600
2005-12-05,959432,591559,1550991
2005-12-06,943778,595172,1538950
2005-12-07,922076,591500,1513576
2005-12-08,900776,651313,1552089
2005-12-09,922330,630309,1552639
2005-12-10,545442,331523,876965
2005-12-11,384544,223869,608413
2005-12-12,974895,603601,1578496
2005-12-13,984740,612377,1597117
2005-12-14,959741,629222,1588963
2005-12-15,972435,621555,1593990
2005-12-16,952574,605734,1558308
2005-12-17,576780,326028,902808
2005-12-18,371336,222374,593710
2005-12-19,860779,535968,1396747
2005-12-20,894974,534766,1429740
2005-12-21,918067,553734,1471801
2005-12-22,912016,544544,1456560
2005-12-23,878003,479373,1357376
2005-12-24,481238,198644,679882
2005-12-25,263158,105718,368876
2005-12-26,437677,224784,662461
2005-12-27,735303,457726,1193029
2005-12-28,711850,462580,1174430
2005-12-29,738031,481238,1219269
2005-12-30,762706,471541,1234247
2005-12-31,526241,307444,833685
2006-01-01,287126,203291,490417
2006-01-02,360273,215920,576193
2006-01-03,772171,540341,1312512
2006-01-04,759600,543243,1302843
2006-01-05,766560,550285,1316845
2006-01-06,788239,551707,1339946
2006-01-07,518237,280538,798775
2006-01-08,367927,199691,567618
2006-01-09,917702,588402,1506104
2006-01-10,938390,600336,1538726
2006-01-11,927898,602096,1529994
2006-01-12,955926,616251,1572177
2006-01-13,887164,585207,1472371
2006-01-14,558211,309983,868194
2006-01-15,381225,223499,604724
2006-01-16,605772,399562,1005334
2006-01-17,948555,619527,1568082
2006-01-18,954238,621428,1575666
2006-01-19,983087,634043,1617130
2006-01-20,944694,615420,1560114
2006-01-21,542740,308378,851118
2006-01-22,371481,208257,579738
2006-01-23,976988,626292,1603280
2006-01-24,972893,634204,1607097
2006-01-25,980770,634664,1615434
2006-01-26,988382,643068,1631450
2006-01-27,889516,608327,1497843
2006-01-28,568287,314425,882712
2006-01-29,380026,223196,603222
2006-01-30,966708,614814,1581522
2006-01-31,995530,634459,1629989
2006-02-01,1035412,641676,1677088
2006-02-02,1025866,642353,1668219
2006-02-03,1020411,627330,1647741
2006-02-04,587568,317239,904807
2006-02-05,390808,211645,602453
2006-02-06,986048,612106,1598154
2006-02-07,1008328,631742,1640070
2006-02-08,977974,629155,1607129
2006-02-09,984574,635409,1619983
2006-02-10,1003608,623814,1627422
2006-02-11,601208,327796,929004
2006-02-12,405657,221409,627066
2006-02-13,799595,546148,1345743
2006-02-14,1044587,644218,1688805
2006-02-15,988045,626072,1614117
2006-02-16,930188,613347,1543535
2006-02-17,942685,604038,1546723
2006-02-18,450578,265649,716227
2006-02-19,334766,196957,531723
2006-02-20,681948,453199,1135147
2006-02-21,993188,623860,1617048
2006-02-22,999636,629122,1628758
2006-02-23,991146,635013,1626159
2006-02-24,987623,615401,1603024
2006-02-25,580618,314037,894655
2006-02-26,386242,211388,597630
2006-02-27,959193,603047,1562240
2006-02-28,987195,623237,1610432
2006-03-01,1020267,627527,1647794
2006-03-02,986927,620235,1607162
2006-03-03,1021045,620890,1641935
2006-03-04,609288,322365,931653
2006-03-05,363219,208605,571824
2006-03-06,794246,550369,1344615
2006-03-07,1006095,626557,1632652
2006-03-08,982979,623290,1606269
2006-03-09,979823,627081,1606904
2006-03-10,1015665,721158,1736823
2006-03-11,614019,386305,1000324
2006-03-12,400822,233603,634425
2006-03-13,968366,609970,1578336
2006-03-14,1000900,629929,1630829
2006-03-15,1005800,632700,1638500
2006-03-16,953483,630443,1583926
2006-03-17,989694,633801,1623495
2006-03-18,603484,347527,951011
2006-03-19,413687,225740,639427
2006-03-20,963013,587104,1550117
2006-03-21,943649,585590,1529239
2006-03-22,982523,605646,1588169
2006-03-23,979617,609325,1588942
2006-03-24,978424,597943,1576367
2006-03-25,620929,322685,943614
2006-03-26,433649,234862,668511
2006-03-27,962206,601488,1563694
2006-03-28,981183,619650,1600833
2006-03-29,987756,636692,1624448
2006-03-30,996804,600724,1597528
2006-03-31,1028124,641079,1669203
2006-04-01,620450,348344,968794
2006-04-02,391830,254413,646243
2006-04-03,985177,616386,1601563
2006-04-04,1042810,660381,1703191
2006-04-05,1020222,654034,1674256
2006-04-06,998368,635705,1634073
2006-04-07,880902,634777,1515679
2006-04-08,607382,360442,967824
2006-04-09,426567,258613,685180
2006-04-10,880692,601070,1481762
2006-04-11,885029,628374,1513403
2006-04-12,877362,627736,1505098
2006-04-13,871878,634065,1505943
2006-04-14,804781,551524,1356305
2006-04-15,592251,323845,916096
2006-04-16,324770,181980,506750
2006-04-17,964793,623255,1588048
2006-04-18,1000958,646316,1647274
2006-04-19,984239,652275,1636514
2006-04-20,938226,641954,1580180
2006-04-21,999808,659127,1658935
2006-04-22,607395,357315,964710
2006-04-23,415959,248173,664132
2006-04-24,998455,642816,1641271
2006-04-25,953034,636129,1589163
2006-04-26,952603,649967,1602570
2006-04-27,955057,644011,1599068
2006-04-28,1008989,666532,1675521
2006-04-29,574038,343244,917282
2006-04-30,345287,224122,569409
2006-05-01,997873,738966,1736839
2006-05-02,1045233,664946,1710179
2006-05-03,1060500,663686,1724186
2006-05-04,1047587,665514,1713101
2006-05-05,1023957,651798,1675755
2006-05-06,637405,368890,1006295
2006-05-07,438858,258592,697450
2006-05-08,1010412,624197,1634609
2006-05-09,1004081,650430,1654511
2006-05-10,1007923,648361,1656284
2006-05-11,926462,621331,1547793
2006-05-12,958553,639308,1597861
2006-05-13,587533,340904,928437
2006-05-14,411861,249652,661513
2006-05-15,961857,601838,1563695
2006-05-16,994913,648507,1643420
2006-05-17,964565,640270,1604835
2006-05-18,987234,653070,1640304
2006-05-19,994011,651428,1645439
2006-05-20,619536,365397,984933
2006-05-21,423940,258770,682710
2006-05-22,996607,629775,1626382
2006-05-23,1013298,647643,1660941
2006-05-24,951852,631510,1583362
2006-05-25,978387,639540,1617927
2006-05-26,988688,657379,1646067
2006-05-27,646979,358425,1005404
2006-05-28,461625,282850,744475
2006-05-29,381213,245203,626416
2006-05-30,945888,632333,1578221
2006-05-31,968145,646966,1615111
2006-06-01,1028046,638192,1666238
2006-06-02,1031966,647618,1679584
2006-06-03,668592,371768,1040360
2006-06-04,457674,274564,732238
2006-06-05,1005516,625171,1630687
2006-06-06,1008096,653049,1661145
2006-06-07,1012230,666040,1678270
2006-06-08,1011430,675651,1687081
2006-06-09,988332,652258,1640590
2006-06-10,573542,349687,923229
2006-06-11,424510,267884,692394
2006-06-12,960901,623525,1584426
2006-06-13,961923,664539,1626462
2006-06-14,941928,665279,1607207
2006-06-15,907237,659507,1566744
2006-06-16,966314,667762,1634076
2006-06-17,616266,384541,1000807
2006-06-18,412366,259888,672254
2006-06-19,880777,608854,1489631
2006-06-20,889908,636659,1526567
2006-06-21,859537,629433,1488970
2006-06-22,872019,633021,1505040
2006-06-23,905242,639365,1544607
2006-06-24,607951,371810,979761
2006-06-25,407079,302719,709798
2006-06-26,852939,626802,1479741
2006-06-27,886147,642922,1529069
2006-06-28,886828,649479,1536307
2006-06-29,899339,667597,1566936
2006-06-30,950077,716112,1666189
2006-07-01,631294,429319,1060613
2006-07-02,440041,343944,783985
2006-07-03,802169,684040,1486209
2006-07-04,450356,350242,800598
2006-07-05,901332,661426,1562758
2006-07-06,925381,678340,1603721
2006-07-07,928760,702727,1631487
2006-07-08,625575,423300,1048875
2006-07-09,443095,313512,756607
2006-07-10,900356,618702,1519058
2006-07-11,873419,605343,1478762
2006-07-12,926286,615196,1541482
2006-07-13,922492,644488,1566980
2006-07-14,889540,669868,1559408
2006-07-15,603018,412144,1015162
2006-07-16,418278,308173,726451
2006-07-17,886469,626986,1513455
2006-07-18,927651,675064,1602715
2006-07-19,911699,687896,1599595
2006-07-20,827202,644150,1471352
2006-07-21,931578,676491,1608069
2006-07-22,625346,408434,1033780
2006-07-23,446438,284632,731070
2006-07-24,906725,633184,1539909
2006-07-25,919219,650364,1569583
2006-07-26,897731,641296,1539027
2006-07-27,894993,663387,1558380
2006-07-28,900144,673789,1573933
2006-07-29,593188,423092,1016280
2006-07-30,416361,290935,707296
2006-07-31,831261,608739,1440000
2006-08-01,894297,619717,1514014
2006-08-02,872246,628299,1500545
2006-08-03,911057,656020,1567077
2006-08-04,951984,722072,1674056
2006-08-05,645372,472159,1117531
2006-08-06,451477,357797,809274
2006-08-07,905263,633078,1538341
2006-08-08,916905,646778,1563683
2006-08-09,909623,641076,1550699
2006-08-10,856682,614321,1471003
2006-08-11,909305,638056,1547361
2006-08-12,652458,391862,1044320
2006-08-13,433792,268208,702000
2006-08-14,857738,595551,1453289
2006-08-15,888214,618372,1506586
2006-08-16,878842,620892,1499734
2006-08-17,874196,628756,1502952
2006-08-18,869355,638938,1508293
2006-08-19,612065,384987,997052
2006-08-20,481484,321400,802884
2006-08-21,878842,613716,1492558
2006-08-22,896666,628952,1525618
2006-08-23,891561,632682,1524243
2006-08-24,831663,617548,1449211
2006-08-25,895640,645738,1541378
2006-08-26,592637,361355,953992
2006-08-27,417115,276143,693258
2006-08-28,792601,587722,1380323
2006-08-29,891705,638128,1529833
2006-08-30,913445,650359,1563804
2006-08-31,917102,654437,1571539
2006-09-01,977274,663472,1640746
2006-09-02,668504,405986,1074490
2006-09-03,488706,320575,809281
2006-09-04,404856,256882,661738
2006-09-05,1056228,680476,1736704
2006-09-06,1069326,706958,1776284
2006-09-07,1043601,726551,1770152
2006-09-08,985806,708845,1694651
2006-09-09,609019,386190,995209
2006-09-10,379770,245048,624818
2006-09-11,981275,656692,1637967
2006-09-12,1030796,694780,1725576
2006-09-13,992146,694220,1686366
2006-09-14,1054398,719561,1773959
2006-09-15,1060398,729995,1790393
2006-09-16,651694,421692,1073386
2006-09-17,433989,294159,728148
2006-09-18,1037929,688531,1726460
2006-09-19,1041255,690760,1732015
2006-09-20,1053131,700536,1753667
2006-09-21,1044501,696162,1740663
2006-09-22,993335,668669,1662004
2006-09-23,584517,349931,934448
2006-09-24,420423,259500,679923
2006-09-25,1041474,666046,1707520
2006-09-26,1054882,695484,1750366
2006-09-27,1035426,690413,1725839
2006-09-28,1043356,676811,1720167
2006-09-29,1058057,699340,1757397
2006-09-30,636906,394280,1031186
2006-10-01,462755,296236,758991
2006-10-02,981933,635901,1617834
2006-10-03,1064774,681381,1746155
2006-10-04,1026517,675804,1702321
2006-10-05,1060282,698851,1759133
2006-10-06,1055911,691122,1747033
2006-10-07,641240,373957,1015197
2006-10-08,452460,283787,736247
2006-10-09,806458,572361,1378819
2006-10-10,1055021,684475,1739496
2006-10-11,1022625,684138,1706763
2006-10-12,998899,676609,1675508
2006-10-13,1014747,680633,1695380
2006-10-14,622249,386404,1008653
2006-10-15,420083,260059,680142
2006-10-16,1011001,668480,1679481
2006-10-17,1029815,683799,1713614
2006-10-18,1035671,687285,1722956
2006-10-19,1035827,689629,1725456
2006-10-20,1031742,705991,1737733
2006-10-21,631254,403698,1034952
2006-10-22,389726,375938,765664
2006-10-23,1018534,659505,1678039
2006-10-24,1043962,675059,1719021
2006-10-25,1057646,663754,1721400
2006-10-26,994421,659139,1653560
2006-10-27,1007282,663912,1671194
2006-10-28,622775,364159,986934
2006-10-29,434824,265624,700448
2006-10-30,1033777,660257,1694034
2006-10-31,997495,663340,1660835
2006-11-01,1053237,673789,1727026
2006-11-02,1012046,671054,1683100
2006-11-03,959706,654291,1613997
2006-11-04,609584,356326,965910
2006-11-05,435747,266756,702503
2006-11-06,1026257,653935,1680192
2006-11-07,1033037,651606,1684643
2006-11-08,1046870,674951,1721821
2006-11-09,1001116,668263,1669379
2006-11-10,935843,610547,1546390
2006-11-11,591773,376391,968164
2006-11-12,417471,251876,669347
2006-11-13,1007564,643008,1650572
2006-11-14,1047208,669094,1716302
2006-11-15,1039976,661667,1701643
2006-11-16,998140,658701,1656841
2006-11-17,1018763,664438,1683201
2006-11-18,620464,403175,1023639
2006-11-19,417408,242830,660238
2006-11-20,1022880,638117,1660997
2006-11-21,1022970,651230,1674200
2006-11-22,980561,616974,1597535
2006-11-23,318233,182131,500364
2006-11-24,628700,393228,1021928
2006-11-25,549875,317650,867525
2006-11-26,400592,234961,635553
2006-11-27,1012191,628799,1640990
2006-11-28,1030255,648239,1678494
2006-11-29,976231,634505,1610736
2006-11-30,985569,649626,1635195
2006-12-01,912314,629776,1542090
2006-12-02,595637,338009,933646
2006-12-03,375419,224761,600180
2006-12-04,962864,605349,1568213
2006-12-05,992857,620241,1613098
2006-12-06,1015490,629687,1645177
2006-12-07,921792,603900,1525692
2006-12-08,952445,626294,1578739
2006-12-09,590225,344215,934440
2006-12-10,406068,237226,643294
2006-12-11,995926,609360,1605286
2006-12-12,991473,612992,1604465
2006-12-13,1020619,640224,1660843
2006-12-14,1007667,626704,1634371
2006-12-15,1002739,632077,1634816
2006-12-16,632218,356756,988974
2006-12-17,432910,251802,684712
2006-12-18,990534,591895,1582429
2006-12-19,1019785,596338,1616123
2006-12-20,975226,586048,1561274
2006-12-21,924778,564199,1488977
2006-12-22,906201,529373,1435574
2006-12-23,578507,277455,855962
2006-12-24,391926,175847,567773
2006-12-25,242369,112855,355224
2006-12-26,652808,377449,1030257
2006-12-27,732919,460703,1193622
2006-12-28,758151,487441,1245592
2006-12-29,816636,499735,1316371
2006-12-30,589298,310684,899982
2006-12-31,412048,293362,705410
2007-01-01,326042,219953,545995
2007-01-02,772549,452097,1224646
2007-01-03,871683,561287,1432970
2007-01-04,814984,548904,1363888
2007-01-05,862748,569322,1432070
2007-01-06,580851,305019,885870
2007-01-07,384626,208188,592814
2007-01-08,976783,594028,1570811
2007-01-09,978577,598746,1577323
2007-01-10,968643,599118,1567761
2007-01-11,967218,602194,1569412
2007-01-12,973391,603456,1576847
2007-01-13,562827,308047,870874
2007-01-14,368736,217983,586719
2007-01-15,604564,389675,994239
2007-01-16,978082,620145,1598227
2007-01-17,977527,618895,1596422
2007-01-18,982237,620579,1602816
2007-01-19,978490,617473,1595963
2007-01-20,576490,316657,893147
2007-01-21,364130,214796,578926
2007-01-22,1002003,616824,1618827
2007-01-23,1011645,629993,1641638
2007-01-24,1006911,629208,1636119
2007-01-25,988347,630002,1618349
2007-01-26,901880,600561,1502441
2007-01-27,578477,314380,892857
2007-01-28,345116,199255,544371
2007-01-29,945286,594742,1540028
2007-01-30,952201,604145,1556346
2007-01-31,943384,598814,1542198
2007-02-01,1007882,616420,1624302
2007-02-02,958446,584607,1543053
2007-02-03,454188,247767,701955
2007-02-04,266510,162712,429222
2007-02-05,761572,500675,1262247
2007-02-06,850354,564981,1415335
2007-02-07,933093,593113,1526206
2007-02-08,948308,591797,1540105
2007-02-09,944364,582089,1526453
2007-02-10,546086,292046,838132
2007-02-11,369026,201895,570921
2007-02-12,793846,530211,1324057
2007-02-13,805441,607127,1412568
2007-02-14,884567,596676,1481243
2007-02-15,933588,604415,1538003
2007-02-16,928048,589591,1517639
2007-02-17,562470,306944,869414
2007-02-18,394698,226617,621315
2007-02-19,736322,466950,1203272
2007-02-20,1030943,626057,1657000
