date,bus,rail,total_rides
2015-07-15,859672,775047,1634719
2015-07-09,856253,834100,1690353
2015-07-07,834983,794300,1629283
2015-07-29,814733,820373,1635106
2015-08-03,833632,751771,1585403
2015-07-22,844761,785763,1630524
2015-08-10,772518,716242,1488760
2015-08-31,836125,771622,1607747
2015-07-01,886380,762718,1649098
2015-07-20,819425,749387,1568812
2015-08-19,801496,768950,1570446
2015-07-28,827024,782394,1609418
2015-08-23,412542,393966,806508
2015-08-11,823620,770361,1593981
2015-08-30,417777,371923,789700
2015-07-25,573827,539665,1113492
2015-07-21,848416,782194,1630610
2015-08-06,825012,795399,1620411
2015-07-03,602599,612736,1215335
2015-07-06,816338,770918,1587256
2015-07-18,529845,515769,1045614
2015-08-13,817948,790163,1608111
2015-07-30,825894,811903,1637797
2015-07-05,427090,435680,862770
2015-07-02,850667,773838,1624505
2015-08-17,775836,708821,1484657
2015-07-13,784509,727235,1511744
2015-08-04,839704,762573,1602277
2015-07-04,508110,545727,1053837
2015-07-12,457477,468153,925630
2015-07-10,858745,851630,1710375
2015-08-24,824140,774207,1598347
2015-07-24,830024,818410,1648434
2015-07-26,419005,402975,821980
2015-07-11,575848,560642,1136490
2015-08-25,838405,768794,1607199
2015-07-19,440059,443655,883714
2015-07-14,836909,760527,1597436
2015-08-18,782272,745246,1527518
2015-08-15,567544,517393,1084937
2015-08-22,582295,519930,1102225
2015-08-07,831076,798253,1629329
2015-10-18,415455,392712,808167
2015-09-07,419206,362421,781627
2015-09-13,423559,417183,840742
2015-09-28,929278,829791,1759069
2015-10-25,415182,368100,783282
2015-09-09,966510,821823,1788333
2015-10-01,993576,848050,1841626
2015-10-09,931769,854606,1786375
2015-09-05,571868,528694,1100562
2015-10-31,500004,418362,918366
2015-10-30,949185,840246,1789431
2015-09-19,558990,557919,1116909
2015-10-12,759254,776968,1536222
2015-09-18,895702,853094,1748796
2015-09-16,956622,840594,1797216
2015-10-19,930236,819286,1749522
2015-10-24,556146,492083,1048229
2015-10-27,916953,824772,1741725
2015-10-26,929741,805144,1734885
2015-09-17,927771,851514,1779285
2015-10-29,916453,837868,1754321
2015-10-02,981039,837159,1818198
2015-09-06,452841,452445,905286
2015-09-02,882052,792561,1674613
2015-10-06,967808,831137,1798945
2015-10-22,942983,852957,1795940
2015-10-28,910794,826173,1736967
2015-09-01,909864,799606,1709470
2015-09-20,433770,428858,862628
2015-09-11,924272,872323,1796595
2015-09-22,947566,842632,1790198
2015-10-04,417529,371950,789479
2015-10-15,946290,860809,1807099
2015-10-14,954519,845066,1799585
2015-09-08,885886,756110,1641996
2015-10-03,571153,488574,1059727
2015-10-21,955633,882188,1837821
2015-09-29,914286,822855,1737141
2015-09-25,951827,863209,1815036
2015-09-26,598862,565634,1164496
2015-10-17,578160,546096,1124256
2015-09-14,930582,803746,1734328
2015-10-16,936818,855252,1792070
2015-09-21,935471,837061,1772532
2015-09-24,942518,835403,1777921
2015-10-23,915489,828812,1744301
2015-10-08,959798,851423,1811221
2015-10-11,400140,558033,958173
2015-10-10,577667,541173,1118840
2015-10-05,948999,805091,1754090
2015-09-03,907453,800062,1707515
2015-09-27,422542,406802,829344
2015-10-20,950953,875792,1826745
2015-09-12,553239,530282,1083521
2015-09-15,956026,853826,1809852
2015-09-10,928707,823661,1752368
2015-09-04,869966,802219,1672185
2015-09-30,946374,835001,1781375
2015-10-13,947941,873747,1821688
2015-09-23,942933,838495,1781428
2015-10-07,970204,854361,1824565
2015-11-28,459598,396926,856524
2015-11-07,573470,496404,1069874
2015-11-18,893671,808901,1702572
2015-11-13,837532,804273,1641805
2015-11-03,987382,830460,1817842
2015-11-17,880013,801291,1681304
2015-11-23,877236,781545,1658781
2015-11-30,870662,756626,1627288
2015-11-24,898177,805812,1703989
2015-11-01,436791,378873,815664
2015-11-02,940464,817657,1758121
2015-11-11,755234,738828,1494062
2015-11-08,414784,379185,793969
2015-11-06,925054,832872,1757926
2015-11-05,942300,851684,1793984
2015-11-27,443089,410220,853309
2015-11-21,429624,469943,899567
2015-11-22,356953,338408,695361
2015-11-09,923927,811177,1735104
2015-11-04,956176,842035,1798211
2015-11-12,879349,820988,1700337
2015-11-25,735265,667707,1402972
2015-11-10,940362,832141,1772503
2015-11-15,411704,352488,764192
2015-11-20,894949,812590,1707539
2015-11-26,288282,234285,522567
2015-11-19,884290,811595,1695885
2015-11-14,545554,475091,1020645
2015-11-16,908305,797597,1705902
2015-11-29,365314,312990,678304
2015-12-03,940609,807065,1747674
2015-12-15,884506,755882,1640388
2015-12-25,231718,162100,393818
2015-12-08,910018,775695,1685713
2015-12-31,604409,565772,1170181
2015-12-18,846033,738908,1584941
2015-12-07,898172,758242,1656414
2015-12-21,696473,644071,1340544
2015-12-05,566882,501339,1068221
2015-12-23,654312,571814,1226126
2015-12-10,909606,796080,1705686
2015-12-12,541305,491199,1032504
2015-12-16,871638,755292,1626930
2015-12-06,411174,360066,771240
2015-12-30,636706,585337,1222043
2015-12-01,949925,794768,1744693
2015-12-04,930083,815301,1745384
2015-12-09,916281,789224,1705505
2015-12-26,387357,292832,680189
2015-12-28,514171,484349,998520
2015-12-02,906715,792020,1698735
2015-12-22,722061,664559,1386620
2015-12-14,849106,728299,1577405
2015-12-17,864846,752203,1617049
2015-12-27,334737,272169,606906
2015-12-24,531521,378784,910305
2015-12-19,506208,423960,930168
2015-12-11,912854,801907,1714761
2015-12-13,383666,344084,727750
2015-12-20,392051,326681,718732
2015-12-29,638221,571322,1209543
2016-02-24,795160,725712,1520872
2016-01-08,841494,732495,1573989
2016-01-16,486797,404212,891009
2016-01-09,469539,391597,861136
2016-01-10,306896,263073,569969
2016-02-06,522296,423602,945898
2016-01-23,487975,416999,904974
2016-01-26,872768,764023,1636791
2016-02-16,883108,764147,1647255
2016-02-25,855117,762858,1617975
2016-01-11,753006,694734,1447740
2016-01-15,858032,742622,1600654
2016-01-12,760149,705694,1465843
2016-02-08,856547,733387,1589934
2016-01-21,873177,766262,1639439
2016-02-22,869531,745072,1614603
2016-02-01,926781,759849,1686630
2016-01-05,846789,727716,1574505
2016-02-02,833911,739247,1573158
2016-01-07,846274,736809,1583083
2016-02-03,925655,772821,1698476
2016-01-14,859099,758116,1617215
2016-02-07,377642,301141,678783
2016-02-20,566721,464149,1030870
2016-02-09,858961,752849,1611810
2016-02-27,536678,455421,992099
2016-02-19,887914,761996,1649910
2016-01-27,882832,768241,1651073
2016-02-04,901406,778227,1679633
2016-01-24,352859,293804,646663
2016-02-14,339238,314191,653429
2016-01-04,829429,703185,1532614
2016-01-28,877280,771161,1648441
2016-02-29,862380,742972,1605352
2016-02-13,438203,392095,830298
2016-02-05,785587,731495,1517082
2016-02-10,850090,742445,1592535
2016-01-29,863548,751090,1614638
2016-01-19,810646,727458,1538104
2016-02-26,865397,749991,1615388
2016-01-17,266532,241160,507692
2016-02-21,378769,311190,689959
2016-01-18,439597,405686,845283
2016-01-03,340540,287661,628201
2016-02-11,866884,752703,1619587
2016-01-01,303321,319835,623156
2016-02-12,820833,706242,1527075
2016-02-23,890949,765309,1656258
2016-01-22,841282,745168,1586450
2016-01-30,510514,427874,938388
2016-01-25,865486,751104,1616590
2016-01-20,856911,758524,1615435
2016-01-02,448859,365509,814368
2016-01-06,853904,733167,1587071
2016-01-13,787220,716663,1503883
2016-01-31,358361,293056,651417
2016-02-15,605584,548390,1153974
2016-02-18,890627,773317,1663944
2016-02-17,889758,766940,1656698
2016-02-28,385121,323758,708879
2016-03-19,520426,438020,958446
2016-03-27,342269,278098,620367
2016-03-01,859775,741922,1601697
2016-03-21,845669,707127,1552796
2016-03-09,882030,768961,1650991
2016-03-20,388282,318670,706952
2016-03-10,888084,780687,1668771
2016-03-28,842760,731858,1574618
2016-03-16,876232,779846,1656078
2016-03-23,838201,714672,1552873
2016-03-29,891134,766072,1657206
2016-03-08,902888,781301,1684189
2016-03-24,770638,689517,1460155
2016-03-22,863201,727343,1590544
2016-03-11,886599,797977,1684576
2016-03-18,875707,765919,1641626
2016-03-25,722960,650870,1373830
2016-03-31,832775,758014,1590789
2016-03-15,887592,769441,1657033
2016-03-02,878633,760062,1638695
2016-03-03,882188,764033,1646221
2016-03-26,518549,415919,934468
2016-03-13,332203,303129,635332
2016-03-06,393610,327173,720783
2016-03-04,883059,754750,1637809
2016-03-05,503983,421193,925176
2016-03-30,860700,750353,1611053
2016-03-14,870740,766595,1637335
2016-03-07,866171,739174,1605345
2016-03-17,891580,793590,1685170
2016-03-12,542246,605182,1147428
2016-04-11,878043,789042,1667085
2016-04-10,345627,301954,647581
2016-04-24,397080,343644,740724
2016-04-08,782419,753786,1536205
2016-04-02,492072,406616,898688
2016-04-30,474138,416588,890726
2016-04-20,774694,745040,1519734
2016-04-16,554744,505299,1060043
2016-04-13,850705,796616,1647321
2016-04-18,785035,732335,1517370
2016-04-14,863513,805071,1668584
2016-04-25,854155,751951,1606106
2016-04-27,856722,782591,1639313
2016-04-06,851050,763128,1614178
2016-04-07,867670,786281,1653951
2016-04-15,881603,806015,1687618
2016-04-21,768704,754746,1523450
2016-04-05,898889,774877,1673766
2016-04-17,409732,376485,786217
2016-04-01,848592,767974,1616566
2016-04-26,862743,782134,1644877
2016-04-19,765854,741141,1506995
2016-04-28,851720,821158,1672878
2016-04-12,886265,777658,1663923
2016-04-03,396042,345432,741474
2016-04-29,893284,815629,1708913
2016-04-23,503944,445282,949226
2016-04-04,857791,741710,1599501
2016-04-22,745475,721051,1466526
2016-04-09,509980,446082,956062
2016-06-12,409577,414048,823625
2016-07-15,769172,804635,1573807
2016-05-14,497514,455838,953352
2016-05-06,877873,814758,1692631
2016-05-20,834308,756160,1590468
2016-05-24,854725,767439,1622164
2016-07-30,503786,576267,1080053
2016-05-26,853656,775073,1628729
2016-05-13,852594,787476,1640070
2016-05-27,808244,757981,1566225
2016-07-22,745409,747479,1492888
2016-06-09,828551,789678,1618229
2016-06-16,832864,777260,1610124
2016-07-05,769179,735491,1504670
2016-06-05,415836,395977,811813
2016-05-09,815440,736551,1551991
2016-05-21,513934,460385,974319
2016-07-19,795162,797424,1592586
2016-06-22,707452,755165,1462617
2016-07-16,529240,528345,1057585
2016-07-08,786823,790177,1577000
2016-06-07,863284,795251,1658535
2016-05-11,873275,804156,1677431
2016-07-10,409685,397778,807463
2016-06-13,827684,760210,1587894
2016-06-18,526402,520856,1047258
2016-07-29,739138,868062,1607200
2016-05-08,393146,357946,751092
2016-06-01,872679,788650,1661329
2016-06-24,762562,781653,1544215
2016-06-25,531261,506223,1037484
2016-07-07,769513,774128,1543641
2016-07-26,786060,777948,1564008
2016-06-23,757817,760840,1518657
2016-06-11,530558,542809,1073367
2016-05-15,384799,360008,744807
2016-06-30,763112,783020,1546132
2016-05-02,878407,751259,1629666
2016-06-20,785446,762810,1548256
2016-07-04,393858,410925,804783
2016-07-13,762764,742502,1505266
2016-05-12,849532,775198,1624730
2016-05-17,839788,748287,1588075
2016-05-31,801439,753953,1555392
2016-07-02,530654,448200,978854
2016-06-27,753543,723488,1477031
2016-06-19,405719,396078,801797
2016-06-10,862529,853441,1715970
2016-07-24,370394,346616,717010
2016-06-03,892290,824890,1717180
2016-07-06,771626,788995,1560621
2016-05-04,879217,767760,1646977
2016-05-01,376131,334275,710406
2016-06-06,854036,762707,1616743
2016-05-29,409978,430982,840960
2016-05-07,512770,484312,997082
2016-07-17,372190,409174,781364
2016-05-22,393684,357897,751581
2016-07-18,774239,768719,1542958
2016-05-25,833427,754244,1587671
2016-07-21,737845,753156,1491001
2016-05-28,500775,532343,1033118
2016-07-09,536269,515738,1052007
2016-05-18,856701,757395,1614096
2016-06-15,845450,786422,1631872
2016-07-23,472199,457178,929377
2016-07-20,788803,794496,1583299
2016-06-29,774728,754918,1529646
2016-07-27,789537,831925,1621462
2016-06-21,834157,810149,1644306
2016-06-14,834141,778823,1612964
2016-05-16,836089,730287,1566376
2016-06-26,380689,453679,834368
2016-05-30,394914,389143,784057
2016-07-12,782892,749136,1532028
2016-07-11,769128,739158,1508286
2016-07-25,757860,744827,1502687
2016-07-01,798706,726939,1525645
2016-06-08,866785,791667,1658452
2016-05-19,855438,772464,1627902
2016-05-10,827322,761469,1588791
2016-05-23,839566,748976,1588542
2016-06-17,832088,818467,1650555
2016-06-04,504778,462308,967086
2016-07-03,415172,376896,792068
2016-06-02,873112,815928,1689040
2016-06-28,771611,748753,1520364
2016-05-03,879141,769834,1648975
2016-07-28,745499,867964,1613463
2016-07-31,400504,472314,872818
2016-05-05,898541,818665,1717206
2016-07-14,794813,775495,1570308
2016-10-28,894311,918735,1813046
2016-08-01,805970,779020,1584990
2016-09-24,539037,529457,1068494
2016-09-20,895184,826518,1721702
2016-10-13,896918,828891,1725809
2016-10-07,888731,877814,1766545
2016-10-11,884539,805839,1690378
2016-10-24,869861,779618,1649479
2016-10-20,880209,812195,1692404
2016-10-26,824006,782126,1606132
2016-09-13,904869,811807,1716676
2016-09-28,855499,787727,1643226
2016-09-29,870533,799130,1669663
2016-09-06,910863,760434,1671297
2016-10-06,858960,817595,1676555
2016-10-12,847394,785404,1632798
2016-10-05,915987,815309,1731296
2016-08-24,751955,721826,1473781
2016-08-04,783253,755236,1538489
2016-09-08,882599,797585,1680184
2016-10-18,901884,810090,1711974
2016-08-19,743211,718317,1461528
2016-08-31,815110,779334,1594444
2016-08-10,777389,765854,1543243
2016-10-17,890736,791317,1682053
2016-08-16,762943,764267,1527210
2016-08-15,718167,688590,1406757
2016-08-28,395954,343853,739807
2016-08-06,539382,467180,1006562
2016-09-05,399846,347259,747105
2016-10-27,892963,822190,1715153
2016-08-09,781438,769199,1550637
2016-10-23,388470,366503,754973
2016-08-17,759254,747942,1507196
2016-08-26,797432,768053,1565485
2016-10-29,539098,627116,1166214
2016-09-25,394810,380403,775213
2016-08-05,779186,747672,1526858
2016-09-02,838151,777158,1615309
2016-10-09,368515,528189,896704
2016-10-16,385574,403090,788664
2016-08-27,501883,451497,953380
2016-09-10,510845,465562,976407
2016-10-25,876768,801123,1677891
2016-09-04,427194,421479,848673
2016-08-18,740297,743427,1483724
2016-10-03,912435,775906,1688341
2016-08-12,700723,715035,1415758
2016-10-10,714940,708958,1423898
2016-09-21,863211,814264,1677475
2016-09-22,897609,814897,1712506
2016-08-08,759970,707087,1467057
2016-10-15,542187,535567,1077754
2016-10-01,511504,445272,956776
2016-09-30,889641,787112,1676753
2016-10-21,867704,800137,1667841
2016-09-15,907872,862105,1769977
2016-08-13,522972,488035,1011007
2016-10-31,860741,797545,1658286
2016-09-17,537329,524421,1061750
2016-09-26,884989,787408,1672397
2016-10-04,919088,799529,1718617
2016-08-20,480928,445798,926726
2016-09-01,847144,784336,1631480
2016-08-14,402523,380801,783324
2016-10-30,377290,446582,823872
2016-09-27,889769,795780,1685549
2016-10-14,892797,818230,1711027
2016-08-29,781400,750329,1531729
2016-09-19,894210,816014,1710224
2016-09-07,885587,785121,1670708
2016-09-03,542836,509314,1052150
2016-09-16,889307,843488,1732795
2016-10-08,537610,546072,1083682
2016-09-09,879935,784678,1664613
2016-08-22,764690,744165,1508855
2016-09-18,401077,402811,803888
2016-08-11,767967,775031,1542998
2016-08-30,791868,767220,1559088
2016-08-07,398288,355693,753981
2016-10-22,533242,566999,1100241
2016-09-12,886146,784139,1670285
2016-09-23,880748,832417,1713165
2016-10-19,895104,807016,1702120
2016-08-21,417057,396317,813374
2016-08-25,775862,737801,1513663
2016-08-23,784341,744176,1528517
2016-09-14,898125,812240,1710365
2016-09-11,397693,354732,752425
2016-08-03,822281,785246,1607527
2016-08-02,795778,779493,1575271
2016-10-02,391845,351589,743434
2016-11-06,406215,380648,786863
2016-11-09,865500,817596,1683096
2016-11-08,880506,791870,1672376
2016-11-14,862939,775439,1638378
2016-11-23,661576,624827,1286403
2016-11-04,798901,1146516,1945417
2016-11-13,369986,338339,708325
2016-11-21,844666,758214,1602880
2016-11-22,837828,756704,1594532
2016-11-07,887002,809878,1696880
2016-11-19,477472,501156,978628
2016-11-27,343504,302029,645533
2016-11-17,873693,811240,1684933
2016-11-24,266241,219875,486116
2016-11-30,852623,768149,1620772
2016-11-12,500583,474411,974994
2016-11-29,871577,771348,1642925
2016-11-01,931276,815318,1746594
2016-11-05,536579,531687,1068266
2016-11-25,496285,411245,907530
2016-11-10,842332,807250,1649582
2016-11-03,919828,891357,1811185
2016-11-28,801243,720824,1522067
2016-11-20,345895,315179,661074
2016-11-11,715260,721083,1436343
2016-11-15,881225,797235,1678460
2016-11-18,819907,792361,1612268
2016-11-02,866812,842885,1709697
2016-11-26,441384,383042,824426
2016-11-16,884662,801320,1685982
2016-12-02,882063,780569,1662632
2016-12-04,333825,312904,646729
2016-12-03,517756,456762,974518
2016-12-19,650356,607020,1257376
2016-12-29,593626,532909,1126535
2016-12-28,611176,537443,1148619
2016-12-16,744691,690845,1435536
2016-12-01,885401,779287,1664688
2016-12-09,806718,730968,1537686
2016-12-27,575294,490822,1066116
2016-12-05,841336,735184,1576520
2016-12-11,309743,291688,601431
2016-12-21,770713,665402,1436115
2016-12-13,785276,714038,1499314
2016-12-22,747188,635174,1382362
2016-12-06,859470,745095,1604565
2016-12-12,787062,702745,1489807
2016-12-25,199220,131542,330762
2016-12-18,270767,253184,523951
2016-12-23,676407,516584,1192991
2016-12-24,391140,253926,645066
2016-12-30,628159,524474,1152633
2016-12-20,758686,668762,1427448
2016-12-10,472855,424387,897242
2016-12-17,445779,394366,840145
2016-12-15,617119,624213,1241332
2016-12-26,380189,292312,672501
2016-12-14,734884,688959,1423843
2016-12-08,790418,724726,1515144
2016-12-07,831766,745626,1577392
2016-12-31,433952,361268,795220
2017-03-07,862784,751315,1614099
2017-03-18,473609,404779,878388
2017-01-03,690503,650650,1341153
2017-03-28,846658,748201,1594859
2017-01-08,290096,244060,534156
2017-01-22,331138,272268,603406
2017-03-12,336952,292240,629192
2017-03-10,816750,730837,1547587
2017-02-20,623736,557822,1181558
2017-03-08,858498,751336,1609834
2017-01-30,806014,715290,1521304
2017-01-01,277926,292472,570398
2017-03-20,802404,690624,1493028
2017-01-15,328355,280852,609207
2017-01-13,771359,698254,1469613
2017-01-25,831467,743587,1575054
2017-02-04,461743,370873,832616
2017-01-20,798511,731616,1530127
2017-03-13,761376,703982,1465358
2017-02-27,837214,720932,1558146
2017-03-19,371042,304418,675460
2017-03-04,487500,401568,889068
2017-02-03,782899,690415,1473314
2017-03-14,712423,727042,1439465
2017-03-24,821828,715787,1537615
2017-03-17,804320,732007,1536327
2017-03-06,823084,703811,1526895
2017-02-12,358101,296805,654906
2017-01-04,636491,639970,1276461
2017-01-14,429614,363554,793168
2017-03-29,837430,745915,1583345
2017-01-11,803730,714551,1518281
2017-01-17,829925,737976,1567901
2017-01-21,488902,582031,1070933
2017-01-18,835362,742180,1577542
2017-02-01,883845,750500,1634345
2017-01-10,773792,711194,1484986
2017-02-14,870130,752585,1622715
2017-01-29,304565,274728,579293
2017-03-25,414644,356083,770727
2017-02-18,512205,447059,959264
2017-03-11,459826,493451,953277
2017-03-23,802941,708026,1510967
2017-03-15,822423,748703,1571126
2017-02-10,832724,720483,1553207
2017-03-22,816876,706282,1523158
2017-02-21,848951,741773,1590724
2017-03-16,827779,758060,1585839
2017-02-05,351708,282731,634439
2017-03-09,841498,748709,1590207
2017-01-19,823901,743065,1566966
2017-02-25,449817,374595,824412
2017-02-28,823654,730508,1554162
2017-01-06,591800,600277,1192077
2017-02-17,841425,738941,1580366
2017-01-31,828074,741389,1569463
2017-01-05,611987,629939,1241926
2017-02-24,820536,723532,1544068
2017-01-09,781139,692776,1473915
2017-02-16,831398,738525,1569923
2017-03-21,835641,718304,1553945
2017-03-26,340733,292995,633728
2017-02-08,841278,737535,1578813
2017-02-02,829125,736551,1565676
2017-02-23,850254,751257,1601511
2017-01-23,817750,724078,1541828
2017-02-13,822007,702129,1524136
2017-02-15,841181,735910,1577091
2017-01-02,371865,314798,686663
2017-01-07,362508,319746,682254
2017-02-07,827885,734586,1562471
2017-02-26,350829,287405,638234
2017-02-11,497589,405211,902800
2017-03-30,756598,718864,1475462
2017-03-02,842926,741459,1584385
2017-03-01,863043,742729,1605772
2017-02-06,838312,713858,1552170
2017-01-16,486791,435039,921830
2017-01-28,439479,382131,821610
2017-02-19,383581,328391,711972
2017-03-27,825472,724012,1549484
2017-03-03,851128,729461,1580589
2017-03-05,364977,298189,663166
2017-01-12,777149,714212,1491361
2017-03-31,839312,737168,1576480
2017-02-22,873309,758299,1631608
2017-01-27,792183,715515,1507698
2017-01-26,823395,750472,1573867
2017-01-24,834979,742724,1577703
2017-02-09,815353,726872,1542225
2017-04-04,873844,763221,1637065
2017-05-18,824327,775776,1600103
2017-04-20,797055,758119,1555174
2017-04-08,508239,452426,960665
2017-05-02,846717,762139,1608856
2017-05-16,843103,768941,1612044
2017-04-17,809433,738426,1547859
2017-04-03,840610,743301,1583911
2017-04-27,807318,748983,1556301
2017-05-10,821006,736258,1557264
2017-04-07,765361,741568,1506929
2017-05-08,829268,722987,1552255
2017-05-04,836436,770199,1606635
2017-05-31,827890,745189,1573079
2017-05-01,847371,747837,1595208
2017-05-03,890581,778089,1668670
2017-04-15,506929,453975,960904
2017-05-22,817334,744257,1561591
2017-04-02,357643,319046,676689
2017-05-23,799986,753184,1553170
2017-04-29,405068,364346,769414
2017-05-29,375171,336441,711612
2017-04-11,736309,720080,1456389
2017-05-17,835226,763055,1598281
2017-05-27,492255,462129,954384
2017-05-05,840819,771492,1612311
2017-04-19,811178,757251,1568429
2017-05-12,824305,745485,1569790
2017-05-14,364734,313469,678203
2017-05-15,805190,709882,1515072
2017-04-10,695555,708408,1403963
2017-04-23,373492,330832,704324
2017-05-26,779960,691687,1471647
2017-05-19,768158,726694,1494852
2017-05-09,827183,738712,1565895
2017-04-16,339738,293545,633283
2017-04-18,848195,772115,1620310
2017-05-13,504045,427964,932009
2017-04-09,388435,336277,724712
2017-04-12,754940,757854,1512794
2017-05-20,441093,396705,837798
2017-04-06,822266,771468,1593734
2017-04-01,517493,433603,951096
2017-04-14,692506,676016,1368522
2017-04-13,723724,745720,1469444
2017-05-21,366609,350024,716633
2017-05-24,820511,762453,1582964
2017-04-22,493687,467485,961172
2017-05-25,829938,776776,1606714
2017-04-05,755345,732462,1487807
2017-05-28,366179,344784,710963
2017-05-07,370985,334930,705915
2017-05-06,502922,460695,963617
2017-04-21,819393,753932,1573325
2017-04-30,307608,269345,576953
2017-04-25,860569,761180,1621749
2017-04-26,838762,757859,1596621
2017-05-30,802596,722529,1525125
2017-05-11,832163,755558,1587721
2017-04-24,830257,736639,1566896
2017-04-28,830500,740579,1571079
2017-06-04,400326,384010,784336
2017-06-26,738507,722154,1460661
2017-06-03,523471,495282,1018753
2017-07-11,771348,735051,1506399
2017-07-24,744976,765597,1510573
2017-07-23,380247,372309,752556
2017-06-25,390267,513970,904237
2017-06-06,845564,787009,1632573
2017-06-18,390193,338474,728667
2017-06-09,833135,822483,1655618
2017-06-07,846730,793617,1640347
2017-07-28,754679,738168,1492847
2017-06-27,763875,751340,1515215
2017-07-05,746019,733914,1479933
2017-07-17,754669,741094,1495763
2017-06-28,722682,733693,1456375
2017-06-29,747180,778070,1525250
2017-06-20,801344,781004,1582348
2017-06-23,729483,747333,1476816
2017-07-14,748691,762728,1511419
2017-07-30,385002,349892,734894
2017-06-14,786388,742346,1528734
2017-06-01,860327,771134,1631461
2017-07-27,770692,770016,1540708
2017-06-22,733128,745336,1478464
2017-07-25,765040,772350,1537390
2017-07-07,749664,780389,1530053
2017-06-12,808630,753763,1562393
2017-07-18,776582,754149,1530731
2017-06-16,785270,739069,1524339
2017-06-19,755955,739609,1495564
2017-07-06,755516,784948,1540464
2017-06-11,406991,440096,847087
2017-07-15,511540,495618,1007158
2017-06-15,830091,777758,1607849
2017-07-04,407991,389791,797782
2017-06-05,838839,768461,1607300
2017-06-10,525084,558726,1083810
2017-07-21,733117,762529,1495646
2017-06-21,758596,776244,1534840
2017-07-16,371692,374578,746270
2017-07-08,517165,518674,1035839
2017-07-29,496951,462430,959381
2017-07-12,694204,702581,1396785
2017-07-10,719494,695215,1414709
2017-06-08,821372,805398,1626770
2017-07-26,769890,755604,1525494
2017-07-31,732690,707434,1440124
2017-06-02,861203,796256,1657459
2017-07-19,769368,750889,1520257
2017-06-17,486358,419764,906122
2017-07-22,485978,471542,957520
2017-06-13,817478,764155,1581633
2017-07-01,514092,488429,1002521
2017-07-13,773047,751562,1524609
2017-06-30,763402,760380,1523782
2017-06-24,504647,482168,986815
2017-07-02,398108,364979,763087
2017-07-03,669915,543712,1213627
2017-07-20,716096,726632,1442728
2017-07-09,400539,402561,803100
2017-09-19,861844,786075,1647919
2017-09-06,854979,785896,1640875
2017-10-23,802893,750619,1553512
2017-10-16,867372,776457,1643829
2017-08-24,749315,748046,1497361
2017-10-09,712539,752125,1464664
2017-08-04,732776,827248,1560024
2017-09-04,375104,326524,701628
2017-09-09,511569,488232,999801
2017-08-21,707640,675484,1383124
2017-08-05,503623,546783,1050406
2017-09-12,883298,813900,1697198
2017-09-15,871656,838001,1709657
2017-09-11,861907,767744,1629651
2017-09-18,866120,772443,1638563
2017-08-08,761850,735234,1497084
2017-08-29,783337,763274,1546611
2017-08-30,801205,779477,1580682
2017-08-27,358840,336109,694949
2017-10-07,484231,469808,954039
2017-10-17,882601,819635,1702236
2017-10-22,344543,320608,665151
2017-10-08,374005,539097,913102
2017-10-25,876000,794572,1670572
2017-08-12,505271,477767,983038
2017-10-29,355321,320982,676303
2017-10-13,879791,796714,1676505
2017-08-23,763384,719511,1482895
2017-09-14,874356,838725,1713081
2017-10-27,833348,769792,1603140
2017-10-06,841999,805746,1647745
2017-10-04,889343,798360,1687703
2017-09-29,898739,811721,1710460
2017-08-06,376669,430711,807380
2017-10-20,862656,796878,1659534
2017-09-02,512150,481961,994111
2017-08-10,747519,745430,1492949
2017-09-22,854042,781053,1635095
2017-08-26,487453,446049,933502
2017-08-17,722939,751673,1474612
2017-08-01,789859,773470,1563329
2017-08-02,771256,811636,1582892
2017-10-19,876423,848003,1724426
2017-09-25,861042,767660,1628702
2017-10-02,877992,767540,1645532
2017-10-31,843988,758455,1602443
2017-08-14,722238,716772,1439010
2017-10-24,812947,769526,1582473
2017-10-30,837676,753860,1591536
2017-10-12,870996,810442,1681438
2017-10-14,376288,368266,744554
2017-08-03,763271,834427,1597698
2017-09-24,378420,351102,729522
2017-09-05,893214,763159,1656373
2017-10-10,874192,822023,1696215
2017-09-23,499368,464903,964271
2017-08-15,774523,700422,1474945
2017-08-22,741370,697126,1438496
2017-10-28,472503,422323,894826
2017-08-20,395932,381042,776974
2017-10-26,872176,805362,1677538
2017-08-11,746418,756699,1503117
2017-09-20,887017,795055,1682072
2017-08-16,739357,734845,1474202
2017-08-18,741688,751342,1493030
2017-08-31,791635,785637,1577272
2017-10-05,889166,816694,1705860
2017-08-09,759657,732813,1492470
2017-09-30,524516,482974,1007490
2017-10-01,389470,361156,750626
2017-08-07,733495,704247,1437742
2017-09-03,417707,410951,828658
2017-09-26,877350,791462,1668812
2017-09-07,867162,801972,1669134
2017-10-18,888806,831089,1719895
2017-08-19,510200,488523,998723
2017-09-27,882592,796822,1679414
2017-09-21,859255,788217,1647472
2017-09-17,386719,379480,766199
2017-10-21,520339,481334,1001673
2017-08-13,384338,351048,735386
2017-10-15,362392,335609,698001
2017-09-10,383625,375160,758785
2017-09-16,517447,521275,1038722
2017-08-25,749192,741123,1490315
2017-09-13,876445,813293,1689738
2017-10-03,921022,794082,1715104
2017-08-28,761796,740387,1502183
2017-09-08,849319,809597,1658916
2017-09-28,881438,809624,1691062
2017-10-11,850229,817909,1668138
2017-11-02,864434,794788,1659222
2017-11-17,836442,779012,1615454
